City,Country,Date,Temperature,Humidity,Wind Speed,Precipitation
New York,USA,2000-01-01,24.6966873991309,71.41432493779274,5.835605072763411,5.200038755112684
New York,USA,2000-01-02,-4.525938538424493,56.34748054543978,1.4510368164115495,18.671995260326106
New York,USA,2000-01-03,22.779831854005074,85.18283103060364,28.59442506218101,8.19117588495154
New York,USA,2000-01-04,-2.4269001384648456,72.5992440782718,26.05354332997884,19.496687998571566
New York,USA,2000-01-05,38.90060941450457,68.9965090692603,27.703360224493398,9.331222868681035
New York,USA,2000-01-06,13.29778030911815,58.01526395955342,3.039532612713688,14.76500757401304
New York,USA,2000-01-07,36.48716679768264,69.92750163116497,28.98086633614838,8.568222942543331
New York,USA,2000-01-08,13.263235672946792,83.51597812491346,0.007346971382784506,12.623391295614713
New York,USA,2000-01-09,-4.434080246556457,59.693144090747,16.632161038667654,7.241548540217102
New York,USA,2000-01-10,27.95065824270757,55.4921631800106,26.408705255554846,19.26843265650645
New York,USA,2000-01-11,27.90782837322533,75.16496328360074,25.680502752205832,13.444683971921137
New York,USA,2000-01-12,0.5649812018463081,59.86577595066112,18.49078734168006,6.629187760560818
New York,USA,2000-01-13,13.461512608546752,78.26880260795087,22.85922961286317,5.801724951135139
New York,USA,2000-01-14,26.224921049863973,44.63986263274808,18.120293721298534,0.07238179724060378
New York,USA,2000-01-15,24.238099698269373,38.69138589753989,0.5465762811469521,12.34018364076276
New York,USA,2000-01-16,28.67386034170316,74.87163324571299,24.90470671803567,18.766655232681497
New York,USA,2000-01-17,23.413198873408895,39.19332843557413,5.488743734559184,16.101727456909426
New York,USA,2000-01-18,7.5388050450503705,63.092476432201124,6.316164308130046,14.4846487557185
New York,USA,2000-01-19,27.50296774259764,43.47742026835705,18.773988489151144,17.527409468860967
New York,USA,2000-01-20,26.15213972944357,39.666940786071955,2.6791616519821315,4.0661771510326865
New York,USA,2000-01-21,39.368795466116474,82.62374637271188,14.381596625825017,12.17362501283157
New York,USA,2000-01-22,18.572525655085716,70.09386454571757,5.490315389025361,17.084761715188186
New York,USA,2000-01-23,0.5340959200003077,45.186228241422434,8.108375616194808,7.191210856561385
New York,USA,2000-01-24,23.909006620418822,80.67647620402438,28.679781200057885,6.4197224050469925
New York,USA,2000-01-25,27.792284563677228,71.27256578386385,23.84430693324692,16.414348570376106
New York,USA,2000-01-26,0.7346525767507028,76.16833281216162,21.716031806353502,11.014878120517931
New York,USA,2000-01-27,18.033672488547428,78.4960177666735,12.497081206276775,7.107968215069511
New York,USA,2000-01-28,-2.0095481825976726,67.94918598523503,0.13462599956811427,7.297825275254066
New York,USA,2000-01-29,22.468319068752216,67.17484228677034,20.212409051984828,19.516373427900817
New York,USA,2000-01-30,24.129993881026977,58.925487680166896,14.542126915521207,12.532651169898186
New York,USA,2000-01-31,12.792402277969831,81.21451106427168,4.4243056981831135,6.9020399656712605
New York,USA,2000-02-01,6.0233414433836145,57.19664309674536,12.263121048973339,18.169502599571608
